"DATA/CZAS";"TYP";"ZLECENIE#";"TRANSAKCJA#";"ZLECENIE POWIĄZANE#";"INSTRUMENT";"JEDNOSTKI/IL.";"CENA";"TOLERANCJA CENA";"STOP LOSS";"TAKE PROFIT";"DEPOZYT ZABEZPIECZAJĄCY (PLN)";"KURS WYMIANY";"WARTOŚĆ POZYCJI (PLN)";"ZAKSIĘGOWANA KWOTA (PLN)";"SALDO (PLN)";"WARTOŚĆ WYŁĄCZAJĄC OPŁATĘ";"OPŁATA";"KOSZTY UTRZYMANIA POZYCJI - WARTOŚĆ POZYCJI";"STAWKA ZA UTRZYMANIE POZYCJI";"KOSZTY UTRZYMANIA POZYCJI (PLN)";"KOSZTY UTRZYMANIA POZYCJI - SUMA (PLN)";"OPŁATA";"ZWROT %";"KIERUNEK";"WYPŁATA GDY ZYSK";"WYPŁATA GDY BEZ ZMIANY";"OTWARCIE";"WYGAŚNIĘCIE";"ROZLICZENIE";"CENA ROZLICZENIA";"WYNIK";"WYPŁATA";"TYP";"WYGAŚNIĘCIE";"CENA WYKONAWCZA";"ROZLICZENIE";"CENA ROZLICZENIA";"ZYSK";"STRATA"
"03 Wrz 2024 23:00:49";"Koszty Utrzymania Pozycji";"O2-D4-95K8MW";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14 358,85";"-10,00000%";"15,17";"15,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 22:55:19";" Zamknięcie Transakcji";"O2-D5-976MZW";"T2-D5-5KRM8E";"O2-D5-974P0D";"Solana (USD)";"10 Jednost.";"130,580";"-";"-";"-";"-";"3,85731";"5 087,49";"100,87";"56 977,58";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 22:30:47";" Zmodyfikowano Transakcję Kupna";"O2-D5-976MF7";"T2-D5-5KRLX3";"-";"Solana (USD)";"47 Jednost.";"130,982";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 22:30:36";" Transakcja Kupna";"O2-D5-976MF7";"T2-D5-5KRLX3";"-";"Solana (USD)";"47 Jednost.";"130,982";"-";"128,363";"-";"-";"3,896557";"23 987,80";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 22:23:11";" Zamknięcie Transakcji";"O2-D5-976M6M";"T2-D5-5KRLQ2";"O2-D5-973J4B";"Solana (USD)";"40 Jednost.";"131,595";"-";"-";"-";"-";"3,85836";"20 513,70";"18,67";"56 876,71";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 19:32:08";" Zamknięcie Transakcji";"O2-D5-97684X";"T2-D5-5KR8H2";"O2-D5-9765S4";"Solana (USD)";"85 Jednost.";"130,890";"-";"-";"-";"-";"3,85933";"43 369,11";"109,89";"56 858,04";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 18:47:17";" Zmodyfikowano Transakcję Kupna";"O2-D5-9765S4";"T2-D5-5KR6KW";"-";"Solana (USD)";"85 Jednost.";"130,555";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 18:47:05";" Transakcja Kupna";"O2-D5-9765S4";"T2-D5-5KR6KW";"-";"Solana (USD)";"85 Jednost.";"130,555";"-";"127,944";"-";"-";"3,896307";"43 238,00";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 15:34:47";"Stop Loss";"O2-D5-97539Y";"T2-D5-5KQG2K";"-";"Solana (USD)";"85 Jednost.";"132,640";"-";"-";"-";"-";"3,885565";"43 807,41";"-903,30";"56 748,15";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 14:20:49";" Transakcja Kupna";"O2-D5-97539Y";"T2-D5-5KQ9W7";"-";"Solana (USD)";"85 Jednost.";"135,375";"-";"132,670";"-";"-";"3,896156";"44 832,58";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 10:51:48";"Transakcja Sprzedaży";"O2-D5-974P0D";"T2-D5-5KPZKY";"-";"Solana (USD)";"103 Jednost.";"133,195";"-";"-";"-";"-";"3,888601";"53 348,04";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 07:11:24";" Zamknięcie Transakcji";"O2-D5-974CKF";"T2-D5-5KPPSR";"O2-D4-95P4DE";"Solana (USD)";"15 Jednost.";"135,106";"-";"-";"-";"-";"3,84592";"7 872,43";"218,58";"57 651,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 07:10:42";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-973Z4E";"T2-D5-5KPFZK";"-";"Solana (USD)";"105 Jednost.";"133,945";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 07:10:28";" Zamknięcie Transakcji";"O2-D5-974CJQ";"T2-D5-5KPPS2";"O2-D5-970BTR";"Solana (USD)";"40 Jednost.";"135,085";"-";"-";"-";"-";"3,84603";"20 990,55";"580,75";"57 432,87";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 07:10:05";" Zamknięcie Transakcji";"O2-D5-974CJG";"T2-D5-5KPPRV";"O2-D5-972JBB";"Solana (USD)";"50 Jednost.";"135,028";"-";"-";"-";"-";"3,84594";"26 226,50";"173,45";"56 852,12";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"03 Wrz 2024 00:00:28";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-973Z4E";"T2-D5-5KPFZK";"-";"Solana (USD)";"105 Jednost.";"133,945";"-";"-";"128,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:49:26";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-973Z4E";"T2-D5-5KPFZK";"-";"Solana (USD)";"105 Jednost.";"133,945";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:49:10";"Transakcja Sprzedaży";"O2-D5-973Z4E";"T2-D5-5KPFZK";"-";"Solana (USD)";"105 Jednost.";"133,945";"-";"136,623";"-";"-";"3,875756";"54 509,50";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:15:07";" Zamknięcie Transakcji";"O2-D5-973Z0R";"T2-D5-5KPFYG";"O2-D5-972JBB";"Solana (USD)";"20 Jednost.";"134,830";"-";"-";"-";"-";"3,83684";"10 450,41";"84,41";"56 678,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:14:30";" Zamknięcie Transakcji";"O2-D5-973Z0Q";"T2-D5-5KPFYF";"O2-D5-971PZ6";"Solana (USD)";"90 Jednost.";"134,845";"-";"-";"-";"-";"3,83689";"47 032,71";"1 015,24";"56 594,26";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"1369519953";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-75,54";"55 579,02";"-";"-";"-";"-";"-";"-75,54";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D5-970BTR";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5 383,00";"-10,00000%";"5,66";"5,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D5-96SWM1";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11 304,30";"-27,50000%";"-33,01";"-33,01";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D4-95TL4Z";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3 027,93";"-27,50000%";"-8,84";"-8,84";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D5-971PZ6";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12 111,75";"-10,00000%";"12,73";"12,73";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D5-972JBB";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 420,25";"-10,00000%";"9,90";"9,90";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D5-96WE65";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 459,60";"-27,50000%";"-18,86";"-18,86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D4-96156D";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3 297,08";"-27,50000%";"-9,63";"-9,63";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D3-94JY88";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 728,75";"-27,50000%";"-19,65";"-19,65";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D3-94S9LM";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 420,25";"-27,50000%";"-27,51";"-27,51";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D5-973J4B";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5 383,00";"-10,00000%";"5,66";"5,66";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D4-95EL0T";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4 037,25";"-27,50000%";"-11,79";"-11,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D4-95P4DE";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4 037,25";"-10,00000%";"4,24";"4,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 23:00:44";"Koszty Utrzymania Pozycji";"O2-D4-95K8MW";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14 803,25";"-10,00000%";"15,56";"15,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 16:37:42";" Zamknięcie Transakcji";"O2-D5-973Q1T";"T2-D5-5KPC49";"O2-D5-973PP7";"Solana (USD)";"100 Jednost.";"132,537";"-";"-";"-";"-";"3,83978";"51 402,76";"21,89";"55 654,56";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 16:31:21";" Transakcja Kupna";"O2-D5-973PP7";"T2-D5-5KPBRF";"-";"Solana (USD)";"100 Jednost.";"132,480";"-";"129,832";"-";"-";"3,881888";"51 427,25";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 13:43:26";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-973J4B";"T2-D5-5KP65V";"-";"Solana (USD)";"40 Jednost.";"131,716";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 13:43:13";"Transakcja Sprzedaży";"O2-D5-973J4B";"T2-D5-5KP65V";"-";"Solana (USD)";"40 Jednost.";"131,716";"-";"134,351";"-";"-";"3,886166";"20 474,80";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 13:27:03";"Stop Loss";"O2-D5-973GBH";"T2-D5-5KP5TP";"-";"Solana (USD)";"50 Jednost.";"132,220";"-";"-";"-";"-";"3,84577";"25 679,98";"11,73";"55 632,67";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 13:26:56";" Zmodyfikowano Transakcję Kupna";"O2-D5-973GBH";"T2-D5-5KP54D";"-";"Solana (USD)";"50 Jednost.";"132,159";"-";"132,220";"133,300";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 12:48:22";"Zmodyfikowano Take Profit";"O2-D5-973GBH";"-";"O2-D5-973GCX";"Solana (USD)";"50 Jednost.";"132,159";"-";"-";"133,300";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 12:46:53";" Zmodyfikowano Transakcję Kupna";"O2-D5-973GBH";"T2-D5-5KP54D";"-";"Solana (USD)";"50 Jednost.";"132,159";"-";"-";"133,000";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 12:46:09";" Zmodyfikowano Transakcję Kupna";"O2-D5-973GBH";"T2-D5-5KP54D";"-";"Solana (USD)";"50 Jednost.";"132,159";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 12:45:58";" Transakcja Kupna";"O2-D5-973GBH";"T2-D5-5KP54D";"-";"Solana (USD)";"50 Jednost.";"132,159";"-";"129,516";"-";"-";"3,883581";"25 662,50";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 12:22:45";" Zamknięcie Transakcji";"O2-D5-973F0Z";"T2-D5-5KP4PE";"O2-D5-972R01";"Solana (USD)";"36 Jednost.";"132,455";"-";"-";"-";"-";"3,84406";"18 514,13";"116,94";"55 620,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 12:18:47";" Zamknięcie Transakcji";"O2-D5-973EVQ";"T2-D5-5KP4MS";"O2-D5-973DKC";"Solana (USD)";"100 Jednost.";"131,935";"-";"-";"-";"-";"3,84419";"51 227,98";"246,80";"55 504,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 11:53:00";" Zmodyfikowano Transakcję Kupna";"O2-D5-973DKC";"T2-D5-5KP45B";"-";"Solana (USD)";"100 Jednost.";"131,293";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 11:52:49";" Transakcja Kupna";"O2-D5-973DKC";"T2-D5-5KP45B";"-";"Solana (USD)";"100 Jednost.";"131,293";"-";"128,674";"-";"-";"3,885756";"51 017,25";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 10:26:45";" Zamknięcie Transakcji";"O2-D5-9739B1";"T2-D5-5KP1JT";"O2-D5-9738XD";"Solana (USD)";"100 Jednost.";"129,643";"-";"-";"-";"-";"3,8457";"50 357,91";"60,76";"55 257,20";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 10:24:07";" Zmodyfikowano Transakcję Kupna";"O2-D5-9738XD";"T2-D5-5KP16C";"-";"Solana (USD)";"100 Jednost.";"129,485";"-";"-";"130,200";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 10:20:22";" Zmodyfikowano Transakcję Kupna";"O2-D5-9738XD";"T2-D5-5KP16C";"-";"Solana (USD)";"100 Jednost.";"129,485";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 10:20:05";" Transakcja Kupna";"O2-D5-9738XD";"T2-D5-5KP16C";"-";"Solana (USD)";"100 Jednost.";"129,485";"-";"126,886";"-";"-";"3,88292";"50 277,98";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 00:03:22";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-972R01";"T2-D5-5KNLZC";"-";"Solana (USD)";"36 Jednost.";"133,300";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"02 Wrz 2024 00:03:09";"Transakcja Sprzedaży";"O2-D5-972R01";"T2-D5-5KNLZC";"-";"Solana (USD)";"36 Jednost.";"133,300";"-";"135,966";"-";"-";"3,896457";"18 698,31";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"1369218138";"-";"-";"Rachunek";"-";"-";"-";"-";"-";"-";"-";"-";"-247,36";"55 196,44";"-";"-";"-";"-";"-";"-247,36";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D5-970BTR";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"5 438,60";"-10,00000%";"17,24";"17,24";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D5-96SWM1";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"11 421,06";"-27,50000%";"-100,57";"-100,57";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D4-95TL4Z";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3 059,21";"-27,50000%";"-26,94";"-26,94";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D5-971PZ6";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"12 236,85";"-10,00000%";"38,79";"38,79";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D5-972JBB";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 517,55";"-10,00000%";"30,17";"30,17";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D5-96WE65";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 526,32";"-27,50000%";"-57,47";"-57,47";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D4-96156D";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"3 331,14";"-27,50000%";"-29,33";"-29,33";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D3-94JY88";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"6 798,25";"-27,50000%";"-59,86";"-59,86";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D3-94S9LM";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"9 517,55";"-27,50000%";"-83,81";"-83,81";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D4-95EL0T";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4 078,95";"-27,50000%";"-35,92";"-35,92";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D4-95P4DE";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"4 078,95";"-10,00000%";"12,93";"12,93";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 23:00:43";"Koszty Utrzymania Pozycji";"O2-D4-95K8MW";"-";"-";"Solana (USD)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"14 956,15";"-10,00000%";"47,41";"47,41";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 21:13:59";"Transakcja Sprzedaży";"O2-D5-972JBB";"T2-D5-5KNFV0";"-";"Solana (USD)";"70 Jednost.";"135,930";"-";"-";"-";"-";"3,894032";"37 052,10";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 20:38:33";" Zamknięcie Transakcji";"O2-D5-972FWB";"T2-D5-5KNDVK";"O2-D5-970BTR";"Solana (USD)";"4 Jednost.";"137,735";"-";"-";"-";"-";"3,85478";"2 145,09";"17,35";"55 443,80";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 20:37:43";"Zmodyfikowano Transakcję Sprzedaży";"O2-D5-971PZ6";"T2-D5-5KMT3B";"-";"Solana (USD)";"90 Jednost.";"137,785";"-";"-";"-";"-";"-";"-";"0,00";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"30 Sie 2024 20:37:27";" Zamknięcie Transakcji";"O2-D5-972FQD";"T2-D5-5KNDQV";"O2-D4-95NXX0";"Solana (USD)";"11 Jednost.";"136,860";"-";"-";"-";"-";"3,85496";"5 861,81";"11,24";"55 426,45";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
